,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,IN_TREINEIRO,TP_SEXO,TP_ESCOLA,TP_COR_RACA,SG_UF_PROVA
1407688,431.5,377.2,352.8,480.4,320.0,0,M,2,1,PI
2909830,,,,,,0,F,2,3,PR
205005,422.7,570.3,548.0,428.3,760.0,0,F,2,1,RS
3375806,444.1,550.0,587.6,638.4,740.0,1,F,1,2,BA
2212807,,,,,,0,F,1,1,SP
1860919,462.0,561.7,509.8,649.0,700.0,0,F,1,3,RN
2332748,466.6,432.7,429.9,354.4,320.0,0,F,2,1,RJ
1312280,450.6,330.5,361.1,414.1,440.0,1,F,1,1,PA
1941092,518.1,395.3,396.4,435.6,340.0,0,F,1,3,PE
1516422,468.7,500.3,480.4,497.3,520.0,0,M,1,2,MG
583124,562.0,573.8,509.7,540.2,440.0,0,M,1,1,ES
2167821,,382.7,565.0,,560.0,0,M,1,1,SP
2090876,564.4,624.6,616.0,700.3,800.0,0,M,3,1,RJ
1878501,624.9,601.4,597.4,581.9,440.0,0,M,1,2,RJ
44329,496.8,484.1,470.9,414.3,880.0,0,F,1,1,MA
524309,440.1,480.6,575.6,600.0,900.0,0,M,2,3,SE
2665567,,,,,,0,F,1,4,CE
2622541,464.8,505.9,476.5,463.4,300.0,0,M,2,1,SC
1023165,507.1,320.9,417.6,467.4,540.0,0,M,1,3,MA
984245,521.1,590.0,592.8,421.0,700.0,0,F,1,1,PR
121291,460.1,541.8,530.9,359.1,680.0,0,F,2,0,CE
1479657,476.5,577.6,549.6,538.1,660.0,0,M,2,1,SP
1265999,580.5,659.1,656.8,826.6,920.0,0,F,3,2,BA
3072775,570.6,614.1,627.5,663.4,740.0,1,M,1,1,SP
939705,,,,,,0,M,1,1,ES
3395112,566.2,639.4,603.8,670.3,720.0,0,M,1,3,RN
2832665,464.2,512.1,525.8,518.7,0.0,0,F,1,2,DF
3280686,,,,,,0,M,1,3,RN
2209392,536.5,475.1,509.7,589.8,560.0,1,M,1,1,MA
3393726,406.7,465.6,451.2,407.3,560.0,0,F,2,3,BA
2270141,,,,,,0,M,2,1,SP
422296,606.5,607.3,551.5,667.3,880.0,0,F,1,2,BA
3363560,459.0,547.8,543.3,484.6,560.0,1,F,1,3,BA
2747661,530.4,570.1,493.8,529.1,620.0,1,M,1,3,SP
1654707,563.5,359.9,462.9,396.3,560.0,1,M,1,1,SP
2505903,563.6,621.3,599.8,677.9,660.0,0,M,2,3,SP
1634144,537.4,549.2,526.5,571.3,500.0,0,M,2,2,MT
379110,,417.3,402.0,,480.0,0,F,2,3,CE
1899636,566.8,598.9,591.7,684.1,920.0,0,F,1,1,PA
323906,427.4,468.1,386.7,557.8,840.0,0,M,2,2,MA
956268,,,,,,0,M,1,3,PR
1820538,444.2,367.6,369.3,440.3,560.0,0,M,1,2,BA
1606258,,377.6,439.6,,560.0,0,M,2,3,BA
785510,531.0,538.3,552.6,635.7,860.0,0,M,3,2,CE
3165942,450.9,484.2,438.9,438.2,480.0,1,F,1,1,MG
3281647,,,,,,0,M,1,2,PA
706611,,,,,,0,F,1,3,BA
1908780,,,,,,0,F,1,1,GO
183695,,,,,,0,F,1,3,MA
1321000,,,,,,0,F,2,3,RS
3469777,,,,,,0,M,2,2,TO
1964841,536.7,508.7,510.6,528.8,620.0,1,F,1,3,PE
2389760,456.8,469.7,436.2,540.8,720.0,0,M,3,0,MG
397501,449.2,408.6,403.9,440.9,600.0,0,M,2,3,MA
2154998,581.0,628.8,637.4,645.3,840.0,1,F,1,3,SE
1994231,,,,,,0,M,2,3,DF
3291987,,,,,,0,F,1,1,SP
187438,459.3,548.3,556.8,646.9,900.0,0,F,2,1,PA
3399179,609.6,635.5,616.1,637.5,580.0,0,M,2,3,SE
3209780,425.2,525.8,554.1,551.9,620.0,1,M,1,3,PE
2520662,540.3,594.2,569.5,676.2,900.0,0,F,3,1,PR
88027,486.1,544.2,540.4,498.9,900.0,0,F,2,2,PE
1585547,406.8,416.6,463.3,476.1,260.0,0,M,2,3,CE
1092586,549.3,635.9,582.7,618.6,920.0,0,F,2,3,AL
972702,,,,,,0,F,2,3,GO
2670215,554.3,644.4,647.9,735.3,640.0,0,M,1,1,RJ
2255843,490.7,464.9,454.7,464.0,0.0,0,F,1,1,PR
2796540,437.3,544.2,535.2,611.1,840.0,0,F,1,2,DF
565417,,,,,,0,M,1,1,RS
2860172,491.1,398.4,403.9,404.7,500.0,0,M,2,1,SP
215381,387.6,382.0,464.2,452.5,500.0,0,F,1,2,PB
422970,524.9,588.9,588.9,669.6,880.0,0,F,2,1,MG
1343135,418.8,511.2,483.3,445.6,620.0,1,F,1,1,SP
3288734,,,,,,0,F,1,1,SP
1212565,472.9,433.4,408.5,478.6,480.0,0,M,1,3,MA
2169152,424.7,550.0,504.8,391.4,0.0,0,F,2,3,PA
3379089,,,,,,0,M,1,2,CE
1513943,418.2,460.0,413.1,417.0,0.0,0,M,1,3,MG
428259,462.4,498.9,441.2,372.8,260.0,0,F,2,1,SP
1604598,462.8,449.8,357.6,561.3,640.0,1,M,1,3,SP
1151056,431.2,501.4,496.5,501.2,740.0,0,M,1,3,DF
1152571,412.3,554.4,514.6,603.4,560.0,0,M,1,3,AM
3011722,,,,,,0,M,1,1,PR
2607970,,,,,,0,M,1,3,AM
2967027,411.1,547.4,506.6,467.1,660.0,1,M,1,1,PA
1640293,443.4,473.8,492.5,393.6,400.0,0,M,1,3,AL
1690092,,495.7,424.0,,580.0,0,F,2,3,SP
1772481,544.3,570.4,542.6,619.0,560.0,0,F,1,3,SP
3225766,402.4,497.7,420.0,533.7,340.0,0,F,1,3,CE
3101091,,,,,,0,M,1,3,MT
2221060,456.4,461.4,372.4,389.5,340.0,1,F,1,3,PI
2652649,,,,,,0,M,2,3,PE
152387,,561.3,532.5,,620.0,0,M,1,2,GO
1622732,438.0,592.5,590.1,578.3,740.0,0,F,1,3,MG
2965196,555.1,601.4,627.8,394.6,760.0,0,F,1,3,PR
2408961,,,,,,0,F,2,3,AM
364632,529.8,604.9,565.3,559.9,940.0,0,F,2,1,PR
1257253,487.2,418.5,294.3,549.7,580.0,1,F,1,1,PR
1687586,469.3,372.0,466.3,405.5,640.0,0,F,1,3,BA
3132982,508.8,521.6,534.9,556.0,660.0,0,F,2,1,RJ
1259970,486.9,469.8,506.1,534.3,900.0,0,F,1,3,PA
1505380,,,,,,0,M,1,1,SP
2046877,,,,,,0,F,1,3,RN
3442393,383.9,475.5,481.4,617.6,720.0,0,M,1,2,PI
761238,614.0,659.8,584.7,730.5,920.0,0,M,3,1,SP
3264334,,,,,,0,M,1,1,DF
1318667,566.4,587.6,585.4,590.8,920.0,0,F,1,3,CE
1539742,405.5,546.6,350.8,661.2,600.0,1,M,1,0,CE
3288497,,,,,,0,F,1,3,AL
1894822,498.3,493.0,585.3,480.5,320.0,0,F,1,1,SC
3077000,457.0,427.8,585.2,563.7,800.0,0,F,1,1,PI
1075272,445.7,338.1,357.3,369.5,0.0,0,M,2,1,CE
3158892,506.7,470.6,572.1,563.5,700.0,0,F,1,1,CE
834351,,,,,,0,M,1,3,MG
1367799,,,,,,1,M,1,1,PE
2152722,,,,,,1,M,1,3,PI
178829,437.2,379.5,368.1,415.2,580.0,0,M,2,2,GO
207510,,,,,,0,M,2,3,SE
1426999,480.8,506.6,508.9,416.6,620.0,0,F,2,3,AM
1410203,455.3,499.6,512.4,428.3,540.0,0,F,2,1,SP
3141379,,595.5,584.3,,800.0,0,F,1,3,PE
1127393,,,,,,0,M,1,1,GO
637083,605.6,627.9,585.2,676.6,640.0,0,F,3,1,RS
3166442,464.9,618.9,535.8,417.2,580.0,0,F,1,1,RO
1641628,,,,,,0,M,1,1,SC
1561043,,,,,,0,F,1,1,AP
1140197,409.8,515.5,462.7,380.6,540.0,0,F,2,3,SP
904059,487.2,503.1,550.6,528.9,780.0,0,M,2,3,SP
2433274,519.8,414.3,457.6,596.6,560.0,0,M,2,1,SC
2811408,479.5,539.5,548.8,504.0,600.0,0,F,1,2,RJ
2903645,482.1,452.9,496.4,396.8,580.0,0,F,1,3,PR
1036811,,,,,,0,M,1,1,AM
569310,499.7,614.7,616.2,516.7,580.0,0,M,2,3,MT
3175196,,,,,,0,F,2,1,RS
3364619,410.1,456.0,535.3,546.6,680.0,1,F,1,1,MG
2340310,537.7,576.0,562.3,539.5,840.0,0,M,3,1,AL
2913932,445.1,425.8,547.2,586.8,600.0,0,F,1,2,SP
1669753,,,,,,0,M,1,1,MG
2808469,505.1,638.1,656.3,792.1,660.0,0,M,1,1,MG
201224,452.1,495.5,480.2,484.8,500.0,0,F,2,2,BA
1592061,,,,,,0,F,2,1,MG
783754,,,,,,0,M,1,3,SP
3131550,396.6,496.2,422.0,548.6,800.0,0,F,1,1,AL
3398731,,,,,,0,F,1,2,RJ
2781430,502.1,585.8,456.4,635.3,360.0,0,M,1,3,BA
1897937,,524.3,456.2,,600.0,0,F,2,3,MG
957697,,,,,,0,M,2,3,CE
1313097,419.6,401.9,465.4,515.1,0.0,0,F,2,3,PE
1358676,402.5,431.0,500.9,386.7,620.0,0,F,2,5,RN
412552,598.9,569.9,527.2,533.4,820.0,0,F,1,2,BA
849145,398.5,407.2,478.3,457.0,0.0,0,F,1,3,PA
1868882,543.1,482.5,547.9,409.0,560.0,0,M,1,2,RS
641832,558.8,549.4,584.5,543.7,640.0,0,M,1,1,RJ
1111390,469.9,426.1,310.8,424.4,460.0,0,F,1,3,PE
208059,435.9,526.6,477.1,588.7,540.0,0,M,2,1,MA
1075290,397.7,531.4,537.0,352.7,760.0,0,F,2,2,RJ
1998892,,574.5,605.5,,720.0,0,M,2,3,TO
1863144,532.8,548.8,546.2,700.4,840.0,1,M,1,3,MS
1036023,440.2,496.2,546.9,501.7,520.0,0,F,1,3,BA
601123,409.2,573.8,540.5,445.8,680.0,0,M,1,2,MT
548310,438.3,452.9,473.1,458.9,600.0,0,F,1,3,RS
1554883,454.4,545.7,542.7,488.2,460.0,0,M,1,1,SP
2215554,501.3,581.3,474.6,514.4,660.0,0,M,2,1,CE
276788,460.3,623.8,578.0,693.3,820.0,0,F,3,3,SE
662021,442.5,359.2,398.9,439.3,720.0,1,F,1,3,MA
1096612,568.9,501.1,549.5,532.4,840.0,0,F,1,3,CE
884273,605.9,661.9,624.1,841.7,780.0,0,M,1,3,PA
2571646,,,,,,0,M,2,1,MG
200612,462.5,489.1,489.7,417.6,400.0,0,M,1,3,RN
2030896,,,,,,0,M,2,3,CE
3268040,542.4,553.4,590.7,628.3,700.0,0,M,2,3,MG
2842714,513.1,560.5,612.3,668.5,920.0,0,F,2,1,MG
2580139,437.6,626.6,576.2,679.3,780.0,0,M,1,2,DF
374608,597.2,607.3,625.5,797.6,900.0,1,F,1,1,PR
1649444,416.3,595.5,544.6,676.8,760.0,0,F,3,1,RS
1843293,454.8,549.1,388.6,385.0,0.0,0,M,1,2,SP
1299873,,,,,,0,F,2,3,PA
3274931,,,,,,0,F,1,1,PE
824174,516.3,496.5,492.7,521.0,660.0,0,F,2,2,PA
2177625,425.2,493.1,424.0,551.9,660.0,0,M,1,3,PE
673635,456.2,482.0,444.8,507.1,680.0,0,F,1,1,MG
200458,,,,,,0,M,1,3,MA
293618,,,,,,0,F,2,3,GO
239095,,,,,,0,F,1,3,MG
1709824,,,,,,0,M,1,1,SP
807804,687.6,628.1,585.6,886.7,840.0,0,M,3,1,CE
454226,473.6,475.1,466.0,549.8,460.0,0,M,1,3,MT
2684353,380.8,474.0,468.5,581.0,840.0,1,M,1,1,SP
3422830,,,,,,0,M,2,3,MG
2129164,486.5,483.7,529.2,477.0,840.0,1,F,1,1,MG
2400283,,,,,,0,F,1,1,MS
2925044,,,,,,0,F,2,2,AC
436855,453.9,580.1,529.9,465.0,660.0,0,M,2,3,PR
417632,,,,,,0,M,1,1,MG
1098251,398.6,506.0,436.1,380.8,0.0,0,F,2,1,BA
215769,,,,,,0,M,1,3,MA
508264,486.9,366.5,436.1,484.3,920.0,0,M,2,1,RS
2603384,,580.3,541.4,,640.0,1,F,1,3,MG
981063,,,,,,0,M,2,1,PR
2131941,524.4,372.3,330.1,353.5,500.0,0,F,1,2,MA
871179,471.9,628.0,588.8,693.5,580.0,0,M,1,1,PB
2202185,568.6,664.9,572.1,571.3,640.0,0,M,1,2,PI
3050280,492.7,580.1,541.8,659.2,740.0,1,M,1,3,BA
2601296,,,,,,0,M,1,3,GO
2381395,458.2,428.2,364.5,461.5,320.0,0,M,1,3,PE
1865429,456.2,427.2,468.1,369.6,440.0,0,M,2,3,MT
19988,,,,,,0,M,1,2,CE
2848595,,,,,,0,M,2,3,RJ
2275007,498.9,599.2,563.6,609.7,800.0,0,M,1,1,RJ
2951550,407.4,439.2,448.1,572.4,580.0,0,F,2,3,PA
777099,436.0,467.5,442.5,468.8,400.0,0,M,2,3,MA
1476688,424.0,412.2,400.4,373.1,260.0,1,F,1,3,PI
1101357,486.9,525.1,470.6,467.1,520.0,1,F,1,1,SP
41634,,557.8,543.3,,580.0,0,M,1,0,PE
2990904,,,,,,0,M,1,0,PR
844405,440.6,393.0,409.5,456.6,420.0,1,F,1,3,AC
1108342,,,,,,1,F,1,3,PE
149058,473.0,478.7,474.5,538.5,580.0,1,M,1,3,PI
948146,451.0,555.1,529.5,504.2,760.0,0,F,1,3,MA
1747809,415.7,494.1,506.5,517.8,700.0,1,M,1,1,MG
1867341,,,,,,0,M,2,2,GO
394500,392.6,616.6,546.8,404.2,860.0,0,M,1,2,GO
958372,668.5,738.4,655.7,780.3,940.0,0,F,3,3,SP
2829499,448.2,502.1,525.6,593.9,520.0,0,M,1,3,MG
695126,421.0,482.2,460.9,564.3,0.0,1,F,1,2,PE
1679755,452.4,468.4,462.7,484.2,460.0,0,M,1,3,MG
288167,,,,,,0,F,1,1,RJ
853223,523.6,601.4,574.1,603.1,520.0,0,F,2,1,RJ
1462230,563.9,540.3,538.2,512.0,740.0,0,F,2,1,PR
2516082,,,,,,0,F,2,1,SP
149958,476.4,509.2,385.8,387.8,0.0,0,F,1,3,MG
2920205,496.7,523.2,511.3,468.1,640.0,0,M,1,3,BA
710040,,,,,,0,M,1,3,PA
136019,423.2,523.3,467.3,518.1,580.0,0,F,2,3,RO
1136150,,,,,,0,F,1,3,RO
680446,483.6,408.4,446.7,417.5,580.0,1,M,1,3,RJ
172339,453.5,538.0,523.7,531.5,760.0,0,F,1,2,PB
439165,610.1,634.7,614.5,656.5,960.0,0,F,1,3,AC
1443300,408.2,447.2,542.6,602.0,700.0,0,F,2,1,RS
2580832,,,,,,0,F,2,1,RS
562949,488.3,449.8,476.1,423.7,400.0,0,F,1,3,PE
2402285,,370.9,544.4,,840.0,0,F,3,3,AL
1851826,,,,,,0,F,1,3,CE
1628990,,,,,,0,F,2,3,CE
1651384,447.5,479.0,527.5,502.6,800.0,0,M,2,2,RN
1385306,477.9,561.8,620.9,559.5,380.0,0,F,1,3,PB
2989256,484.6,534.7,609.9,555.9,760.0,1,F,1,1,SC
2813452,424.4,517.0,482.0,438.9,460.0,0,F,1,1,BA
2790263,,,,,,0,F,2,2,AL
1050250,,,,,,0,F,1,3,PA
2983342,403.2,448.1,438.0,363.5,500.0,0,F,1,3,MA
2613649,460.3,532.8,509.1,664.7,600.0,0,F,2,1,MG
315399,419.6,563.2,549.6,474.6,600.0,0,F,2,1,MG
2065060,510.7,653.0,609.2,500.5,840.0,0,F,1,3,SP
1970016,,,,,,0,F,1,1,SP
27635,460.5,508.1,492.9,529.4,580.0,0,F,2,3,RJ
224744,421.6,376.8,397.7,520.8,0.0,0,F,2,3,MA
3454502,,,,,,0,F,1,3,SP
759631,,,,,,0,M,1,1,PE
1170103,397.0,425.1,410.5,570.8,620.0,0,F,1,3,TO
723015,529.4,660.1,584.8,687.7,860.0,0,F,3,3,BA
2721504,,,,,,0,M,2,5,GO
1519943,,,,,,0,F,2,3,SP
1122804,480.2,547.2,570.7,477.8,700.0,0,F,1,1,GO
1747015,516.7,608.5,555.6,643.6,580.0,0,M,1,1,SC
1614285,541.5,581.1,564.4,642.3,740.0,0,F,2,1,SC
2608126,462.8,556.1,549.2,543.4,580.0,0,F,1,3,SP
1555922,,,,,,0,M,1,1,RJ
202195,440.5,510.4,561.1,371.5,640.0,0,F,2,2,MA
927630,472.6,545.9,492.1,481.1,360.0,0,F,2,3,SC
992855,481.8,424.1,338.4,449.7,380.0,0,M,2,3,PI
1657274,,0.0,496.8,,0.0,0,F,1,3,PR
3085961,582.1,648.5,593.6,818.7,800.0,0,F,1,2,SP
1003487,404.6,471.3,528.6,369.3,680.0,1,F,1,3,PI
2398062,449.5,426.3,466.2,355.9,540.0,0,F,1,3,CE
1535714,480.1,620.9,586.2,657.1,480.0,0,M,1,1,RS
1616871,498.9,492.0,618.9,580.0,900.0,1,F,1,3,PA
2189472,611.4,569.2,549.8,621.0,820.0,0,F,1,4,PB
2083926,455.6,506.7,492.7,428.7,540.0,0,F,1,3,AM
290536,,,,,,0,F,1,3,SE
2617501,,,,,,0,M,1,3,MT
1489702,624.7,668.2,637.0,705.4,920.0,0,F,3,1,RJ
2256770,626.2,555.7,557.7,596.3,700.0,0,F,1,1,PE
1563283,517.5,518.0,477.6,478.2,800.0,0,F,2,1,PE
189981,,,,,,0,F,1,1,ES
582904,608.7,617.3,626.1,616.4,800.0,0,F,1,3,MG
2946329,614.4,603.9,561.6,752.9,580.0,0,M,2,3,RJ
1974061,415.5,494.9,440.2,563.4,0.0,0,F,2,1,MG
1299522,605.6,629.4,574.4,774.2,820.0,0,F,2,1,RN
1224131,403.4,524.3,440.2,621.9,540.0,0,M,1,3,MA
553024,448.5,562.6,554.8,628.6,760.0,0,M,2,2,GO
995836,416.1,556.8,577.0,527.5,900.0,0,F,2,1,RJ
1604767,453.0,579.6,614.7,379.0,880.0,0,M,1,3,SP
388222,518.6,548.6,530.1,553.6,560.0,0,F,2,2,PI
2401497,,,,,,0,M,2,3,PI
2729303,490.6,534.4,451.0,535.5,860.0,0,F,1,3,RJ
1070485,497.7,500.3,444.5,514.8,480.0,0,F,2,3,CE
78328,554.8,621.9,595.4,699.0,940.0,0,M,1,3,PB
2206181,383.2,500.4,513.4,492.1,600.0,0,F,2,3,RS
3150697,,,,,,0,F,1,3,PA
2575844,,,,,,0,M,1,3,MG
1828825,,541.2,533.3,,540.0,1,F,1,3,BA
2102590,404.6,460.3,469.3,379.0,0.0,0,M,2,3,MA
2144281,455.5,530.5,548.3,466.5,680.0,1,M,1,2,MA
674750,459.5,478.6,504.9,504.4,600.0,0,F,1,3,MG
1263201,485.4,465.4,545.8,517.4,600.0,0,F,2,3,MA
2674446,,,,,,0,M,2,2,SP
2801883,557.0,571.2,622.6,696.7,740.0,0,M,1,1,SP
1071744,,,,,,0,F,1,4,SP
367625,591.3,498.4,460.9,595.6,580.0,0,M,1,1,SP
2662599,518.8,601.3,594.7,659.2,0.0,1,F,1,3,SP
1244671,,,,,,0,F,1,3,SP
1203497,445.2,526.1,419.2,417.9,700.0,0,F,2,3,RJ
972363,,,,,,0,M,1,3,MG
1088533,432.5,512.0,550.1,607.8,760.0,0,F,1,3,PE
3086649,537.9,533.8,449.9,506.8,480.0,1,M,1,3,RJ
2620499,,,,,,0,M,1,2,RS
1063006,531.3,565.9,590.5,470.7,780.0,0,F,2,1,MT
1415306,,,,,,0,M,1,3,PA
1775361,455.4,578.6,566.2,452.3,880.0,0,M,3,1,GO
2325848,552.0,542.8,530.8,631.1,840.0,0,M,1,3,MT
2898570,,428.8,341.6,,640.0,1,M,1,1,RS
2384019,572.6,626.0,574.7,662.8,880.0,0,F,3,1,MG
3267469,587.7,593.5,596.9,781.4,740.0,0,M,2,2,SP
1867009,537.6,591.3,553.0,577.9,780.0,0,M,2,3,SP
628142,466.5,423.2,404.4,409.9,540.0,0,F,1,3,RJ
1976775,,,,,,0,F,1,1,AM
833312,,,,,,0,M,1,1,BA
405823,493.3,489.6,440.1,452.7,680.0,0,F,2,3,CE
1042471,506.3,483.3,504.4,452.7,520.0,0,F,2,1,GO
2840106,545.8,559.3,536.7,367.6,0.0,0,F,2,1,SP
2184291,,,,,,0,M,2,3,ES
2925623,445.2,494.5,523.1,403.1,760.0,0,F,2,1,DF
414477,626.2,572.6,601.7,594.9,540.0,0,M,1,1,MG
2827204,446.2,444.9,534.0,395.9,580.0,1,F,1,4,RN
1657922,,482.3,448.2,,420.0,0,F,2,3,CE
3017591,,545.3,584.1,,820.0,1,F,1,2,PR
3286377,591.7,624.8,617.5,658.9,820.0,0,F,1,3,SP
2696155,551.9,525.6,530.4,514.0,780.0,0,F,3,1,RS
2048349,571.2,625.2,608.0,702.5,720.0,0,M,2,1,RS
2227170,,,,,,0,M,1,1,MG
1833543,459.1,376.4,407.7,406.0,600.0,0,F,1,1,RN
3200296,429.2,544.2,509.0,526.6,700.0,0,F,1,4,PR
2064502,457.7,565.9,477.6,556.3,560.0,0,F,1,1,SP
1268867,665.2,664.0,638.5,821.1,860.0,0,M,3,1,SP
1925738,,,,,,0,F,1,3,SP
3241126,527.9,559.3,550.1,563.4,740.0,0,F,1,1,PR
3314597,,,,,,0,M,2,1,SC
392907,564.0,561.3,571.6,429.3,900.0,0,F,2,3,PE
3221996,436.0,445.9,467.3,531.1,660.0,0,F,1,3,MG
1096871,467.0,456.8,433.5,446.6,720.0,1,F,1,1,MG
420367,451.6,510.0,496.0,523.6,800.0,0,F,1,3,AM
2873166,505.2,566.7,556.4,534.5,720.0,0,M,1,3,PA
2263702,,,,,,0,F,1,3,BA
736016,525.4,528.9,581.9,541.7,700.0,0,F,1,3,PB
806671,441.7,601.4,595.7,446.2,620.0,0,F,2,1,RJ
2531737,485.3,572.1,550.9,673.0,760.0,1,M,1,1,SP
80574,,,,,,0,F,1,1,SP
329805,418.6,548.8,511.7,481.7,600.0,0,F,2,1,SC
1936016,691.4,674.3,659.9,854.7,940.0,0,M,2,3,AM
3258671,,,,,,0,F,2,1,SP
1687920,474.3,547.6,548.8,572.0,520.0,0,M,2,3,SP
587034,455.5,568.3,373.6,397.8,460.0,0,F,2,1,RS
92533,,,,,,0,F,1,3,ES
3475209,,,,,,0,F,1,3,DF
860288,469.5,439.7,482.2,414.4,600.0,0,F,1,1,SE
1148848,403.1,498.4,485.7,428.5,400.0,0,M,2,3,AP
1742126,408.4,482.6,460.6,456.6,560.0,1,F,1,1,MG
2470164,,,,,,0,M,1,1,MG
803556,461.1,529.1,489.5,500.6,920.0,0,F,2,3,CE
1189585,437.7,544.1,546.8,652.9,700.0,0,F,2,3,MG
3100971,619.2,635.4,664.3,688.9,780.0,0,M,1,3,SC
872731,,,,,,0,M,2,4,MT
1963509,517.1,505.4,470.7,616.9,600.0,0,M,1,2,RJ
1882917,476.1,583.9,565.8,496.6,760.0,0,F,1,3,BA
996045,501.3,523.1,597.7,392.1,580.0,0,M,1,2,SP
693393,548.0,575.2,532.2,584.5,580.0,0,M,2,2,ES
1055274,382.8,399.2,371.9,351.7,420.0,0,M,2,3,CE
3327306,456.5,482.3,477.5,452.4,460.0,1,F,1,1,MG
2191537,430.3,554.7,540.8,455.9,540.0,0,F,2,3,BA
2890828,,,,,,0,M,2,3,PA
2786316,,,,,,0,F,1,2,TO
844065,447.6,465.5,490.9,495.3,520.0,0,F,1,0,PI
1571096,,,,,,0,F,1,2,DF
2926310,,,,,,0,M,2,3,MG
1896518,452.7,570.1,498.4,475.4,440.0,0,M,2,1,PR
2575359,466.6,554.8,571.2,590.8,680.0,0,F,1,3,SP
2038151,525.8,593.9,601.7,605.0,580.0,0,F,1,2,PB
1498293,458.0,556.4,496.4,587.3,660.0,0,M,1,1,MG
659919,,,,,,0,F,2,3,BA
3441370,411.5,492.8,389.9,402.6,560.0,0,M,1,3,PE
1766371,477.9,572.2,564.2,562.5,680.0,1,M,1,1,PR
1405741,476.1,549.5,509.9,462.1,540.0,0,M,2,3,GO
2495409,412.3,606.1,536.4,511.6,880.0,0,F,1,1,AL
2492362,571.1,570.1,569.7,719.0,920.0,0,M,3,4,SP
894360,391.6,538.4,518.9,486.6,400.0,0,M,1,3,RO
1766066,585.6,582.0,595.3,613.2,880.0,0,F,1,3,PA
2519171,476.4,577.4,576.5,447.2,760.0,0,F,2,1,BA
873586,623.4,566.7,627.5,563.1,780.0,0,F,1,1,PR
1027869,420.4,475.8,458.0,453.8,520.0,0,F,1,3,AP
223526,391.5,402.4,435.4,563.3,440.0,0,F,1,3,PI
1830913,,,,,,0,F,1,3,SP
2912410,527.5,599.7,585.9,677.5,560.0,0,M,2,3,MG
2610650,504.1,478.1,488.3,527.4,580.0,0,M,1,3,BA
2947238,,,,,,0,F,1,1,SP
3043252,485.3,569.8,570.2,648.7,680.0,1,F,1,1,PE
1427093,410.2,346.2,356.4,444.4,360.0,0,M,2,3,CE
960695,433.1,520.7,534.5,553.7,700.0,0,F,2,3,PA
755978,582.9,620.8,547.6,739.0,880.0,0,F,1,1,AL
774535,539.5,497.7,501.6,499.0,720.0,0,M,2,3,MT
1221078,574.8,515.1,468.2,410.3,680.0,0,F,1,3,SE
2689504,467.0,552.7,537.9,363.6,360.0,1,F,1,1,PE
1731891,,,,,,0,F,1,3,CE
1543405,479.2,481.2,554.8,571.0,440.0,0,F,1,1,RN
548314,446.3,545.4,524.2,592.1,660.0,0,F,1,3,PA
3367042,429.4,484.7,517.8,546.5,480.0,0,F,1,1,SP
586447,376.4,554.9,612.3,517.8,640.0,1,F,1,1,RJ
683428,461.2,498.9,600.9,606.4,880.0,0,F,2,3,PE
588624,407.5,444.6,416.4,490.8,580.0,0,M,2,3,BA
992200,731.2,685.5,688.9,700.3,800.0,0,F,1,0,RJ
2019023,626.8,629.9,645.2,741.8,880.0,0,F,1,1,BA
3132909,612.7,631.3,611.2,727.5,760.0,0,F,1,3,GO
2480265,,,,,,0,M,2,0,GO
868285,475.5,408.1,538.3,552.1,340.0,0,M,2,3,SP
2999421,505.1,521.5,469.9,471.4,520.0,1,M,1,3,MA
2297369,,,,,,0,F,1,1,SP
1083673,543.9,547.9,517.1,533.9,780.0,0,F,2,3,CE
1326482,,,,,,0,M,1,0,PE
1634420,406.1,480.2,393.8,498.9,0.0,1,F,1,3,MG
2711215,623.0,625.2,608.5,760.1,920.0,1,F,1,3,MG
2786163,,,,,,0,M,1,3,SP
671098,448.9,463.2,431.6,423.4,400.0,0,F,1,1,RS
1487237,499.1,405.4,524.0,602.4,880.0,0,F,1,1,PE
1920126,,,,,,0,F,1,2,PA
1261201,,,,,,0,F,2,3,RO
2972543,441.2,568.5,520.0,604.3,600.0,0,F,1,1,PA
2045285,,,,,,0,F,1,1,SC
1315417,429.6,535.1,520.6,617.1,780.0,0,F,2,1,RS
2974862,,,,,,0,M,3,1,SP
811,437.0,598.8,562.5,637.3,800.0,0,M,2,3,PA
2594217,426.3,448.2,509.8,621.5,600.0,0,F,2,3,GO
1787337,,,,,,0,F,2,3,BA
2270413,472.9,331.2,454.7,531.3,740.0,0,M,2,3,AL
1266579,529.4,601.5,586.6,591.4,460.0,1,M,1,1,PR
2263340,569.6,640.9,619.0,709.8,860.0,0,F,3,1,TO
837065,,,,,,0,M,1,1,PE
1071876,,,,,,0,F,1,3,RN
1629026,431.9,566.7,492.2,366.4,580.0,0,M,1,1,SE
2418648,483.7,557.7,593.4,589.8,500.0,0,M,1,1,RJ
2753888,,,,,,0,F,1,3,PA
3153153,442.9,421.3,450.2,443.3,600.0,0,F,1,2,MT
3423149,,,,,,1,F,1,1,RJ
967433,410.1,463.8,544.6,554.7,780.0,0,F,2,3,CE
1508085,504.0,427.2,440.5,387.2,800.0,0,F,2,3,MA
3300369,,,,,,0,M,1,1,SP
